ct_registration_number,brand_name,wholesaler_name,wholesaler_credential
LBD.0121120,MATUA ROSE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0233998,"MATUA SAUVIGNON BLANC MARLBOROUGH, NEW ZEALAND","EDER-GOODMAN, LLC",LIW.0000531
LBD.0233998,"MATUA SAUVIGNON BLANC MARLBOROUGH, NEW ZEALAND","EDER-GOODMAN, LLC",LIW.0000502
LBD.0210885,MCMANIS FAMILY VINEYARDS - BARBERA,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0210885,MCMANIS FAMILY VINEYARDS - BARBERA,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0213717,MCMANIS FAMILY VINEYARDS - BRUT 22124001000712,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0213717,MCMANIS FAMILY VINEYARDS - BRUT 22124001000712,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0213718,MCMANIS FAMILY VINEYARDS - BRUT 23251001000800,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0213718,MCMANIS FAMILY VINEYARDS - BRUT 23251001000800,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0210877,MCMANIS FAMILY VINEYARDS - CABERNET SAUVIGNON,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0210877,MCMANIS FAMILY VINEYARDS - CABERNET SAUVIGNON,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0210878,MCMANIS FAMILY VINEYARDS - CHARDONNAY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0210878,MCMANIS FAMILY VINEYARDS - CHARDONNAY,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0213720,MCMANIS FAMILY VINEYARDS - CHENIN BLANC & VIOGNIER,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0213720,MCMANIS FAMILY VINEYARDS - CHENIN BLANC & VIOGNIER,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0210880,MCMANIS FAMILY VINEYARDS - MERLOT,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0210880,MCMANIS FAMILY VINEYARDS - MERLOT,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0210879,MCMANIS FAMILY VINEYARDS - PETITE SIRAH,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0210879,MCMANIS FAMILY VINEYARDS - PETITE SIRAH,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0210881,MCMANIS FAMILY VINEYARDS - PINOT GRIGIO,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0210881,MCMANIS FAMILY VINEYARDS - PINOT GRIGIO,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0210882,MCMANIS FAMILY VINEYARDS - PINTO NOIR,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0210882,MCMANIS FAMILY VINEYARDS - PINTO NOIR,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0213719,MCMANIS FAMILY VINEYARDS - RESERVE CABERNET SAUVIGNON,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0213719,MCMANIS FAMILY VINEYARDS - RESERVE CABERNET SAUVIGNON,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0210883,MCMANIS FAMILY VINEYARDS - VIOGNIER,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0210883,MCMANIS FAMILY VINEYARDS - VIOGNIER,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0210884,MCMANIS FAMILY VINEYARDS - ZINFANDEL,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0210884,MCMANIS FAMILY VINEYARDS - ZINFANDEL,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0219125,MCMANIS FAMILY VINEYARDS SAUVIGNON BLANC,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0219125,MCMANIS FAMILY VINEYARDS SAUVIGNON BLANC,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0093766,MD 20/20 - HABANERO LIME-ARITA,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0093766,MD 20/20 - HABANERO LIME-ARITA,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0035960,MD 20/20 BLUE RASPBERRY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0035960,MD 20/20 BLUE RASPBERRY,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0102050,MD 20/20 COCO LOCO,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0102050,MD 20/20 COCO LOCO,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0077978,MD 20/20 DRAGON FRUIT,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0077978,MD 20/20 DRAGON FRUIT,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0072003,MD 20/20 ELECTRIC MELON,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0072003,MD 20/20 ELECTRIC MELON,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0004292,MD 20/20 PEACHES & CREAM,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0162644,MD 20/20- GOLD,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0162644,MD 20/20- GOLD,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0215597,MD 20/20- RED SPIKED,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0215597,MD 20/20- RED SPIKED,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0191947,MECHA GIN,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0191947,MECHA GIN,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0008508,MELINI CLASSICO ORVIETO DOC,WORLDWIDE WINES INC,LIW.0000520
LBD.0008508,MELINI CLASSICO ORVIETO DOC,BRESCOME BARTON INC,LIW.0000506
LBD.0008508,MELINI CLASSICO ORVIETO DOC,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0008508,MELINI CLASSICO ORVIETO DOC,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0008508,MELINI CLASSICO ORVIETO DOC,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0213235,MEMBER'S MARK MERLOT 2022,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0139806,MERF CHARDONNAY COLUMBIA VALLEY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0176766,MERIDIAN- CABERNET SAUVIGNON,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0176766,MERIDIAN- CABERNET SAUVIGNON,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0176767,MERIDIAN- CHARDONNAY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0176767,MERIDIAN- CHARDONNAY,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0176777,MERIDIAN- PINOT GRIGIO,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0176777,MERIDIAN- PINOT GRIGIO,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0176768,MERIDIAN- PINOT NOIR,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0176768,MERIDIAN- PINOT NOIR,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0077005,METAXA AEN GREEK SPECIALTY LIQUEUR,BRESCOME BARTON INC,LIW.0000506
LBD.0077005,METAXA AEN GREEK SPECIALTY LIQUEUR,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0069956,METAXA PRIVATE RESERVE GREEK SPECIALTY LIQUEUR,BRESCOME BARTON INC,LIW.0000506
LBD.0069956,METAXA PRIVATE RESERVE GREEK SPECIALTY LIQUEUR,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0216353,METIER RED BLEND 2022,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0216353,METIER RED BLEND 2022,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0216352,METIER SAUVIGNON BLANC 2023,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0216352,METIER SAUVIGNON BLANC 2023,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0115397,MEZAN XO RUM,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0115397,MEZAN XO RUM,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0121011,MEZCAL CLASE AZUL,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0121011,MEZCAL CLASE AZUL,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0121011,MEZCAL CLASE AZUL,"EBER-CONNECTICUT, LLC",LIW.0000596
LBD.0077497,MICHELE CHIARLO BARBERA D'ASTI LE ORME,BRESCOME BARTON INC,LIW.0000506
LBD.0077497,MICHELE CHIARLO BARBERA D'ASTI LE ORME,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0077496,MICHELE CHIARLO BAROLO TORTONIANO,BRESCOME BARTON INC,LIW.0000506
LBD.0077496,MICHELE CHIARLO BAROLO TORTONIANO,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0132794,MICHELE CHIARLO NEBBIOLO REYNA BARBARESCO,BRESCOME BARTON INC,LIW.0000506
LBD.0132794,MICHELE CHIARLO NEBBIOLO REYNA BARBARESCO,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0127328,MICHELE CHIARLO NIVOLE MOSCATO,BRESCOME BARTON INC,LIW.0000506
LBD.0127328,MICHELE CHIARLO NIVOLE MOSCATO,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0237624,MICHTER'S US1 BARREL STRENGTH SOUR MASH WHISKEY 110.4PF,BRESCOME BARTON INC,LIW.0000506
LBD.0237625,MICHTER'S US1 BARREL STRENGTH SOUR MASH WHISKEY 111.2PF,BRESCOME BARTON INC,LIW.0000506
LBD.0237623,MICHTER'S US1 BARREL STRENGTH SOUR MASH WHISKEY 111.6PF,BRESCOME BARTON INC,LIW.0000506
LBD.0080025,MIDDLE MERLOT CALIFORNIA SISTER FOREVER COOL,BRESCOME BARTON INC,LIW.0000506
LBD.0080025,MIDDLE MERLOT CALIFORNIA SISTER FOREVER COOL,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0080025,MIDDLE MERLOT CALIFORNIA SISTER FOREVER COOL,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0080027,MIDDLE SISTER CABERNET SAUVIGNON CALIFORNIA MICHIEF MAKER,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0080027,MIDDLE SISTER CABERNET SAUVIGNON CALIFORNIA MICHIEF MAKER,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0207357,MIDDLE SISTER CABERNET SAUVIGNON MISCHIEF MAKER; RELATIONSHIP CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0207357,MIDDLE SISTER CABERNET SAUVIGNON MISCHIEF MAKER; RELATIONSHIP CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0080026,MIDDLE SISTER CHARDONNAY CALIFORNIA SMARTY PANTS,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0080026,MIDDLE SISTER CHARDONNAY CALIFORNIA SMARTY PANTS,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0207356,MIDDLE SISTER CHARDONNAY GREAT MINDS CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0207356,MIDDLE SISTER CHARDONNAY GREAT MINDS CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0180140,MIDDLE SISTER CHARDONNAY WINE AISLE CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0180140,MIDDLE SISTER CHARDONNAY WINE AISLE CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0176897,MIDDLE SISTER MERLOT FOREVER COOL CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0176897,MIDDLE SISTER MERLOT FOREVER COOL CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0082595,MIDDLE SISTER MOSCATO CALIFORNIA SWEET & SASSY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0082595,MIDDLE SISTER MOSCATO CALIFORNIA SWEET & SASSY,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0080024,MIDDLE SISTER PINOT GRIGIO DRAMA QUEEN CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0080024,MIDDLE SISTER PINOT GRIGIO DRAMA QUEEN CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0207358,MIDDLE SISTER PINOT GRIGIO DRAMA QUEEN; A LITTLE EXTRA CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0207358,MIDDLE SISTER PINOT GRIGIO DRAMA QUEEN; A LITTLE EXTRA CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0080028,MIDDLE SISTER PINOT NOIR CALIFORNIA GOODIE TWO SHOES,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0080028,MIDDLE SISTER PINOT NOIR CALIFORNIA GOODIE TWO SHOES,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0114185,MIDDLE SISTER RED WINE BLEND CALIFORNIA REBEL RED,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0114185,MIDDLE SISTER RED WINE BLEND CALIFORNIA REBEL RED,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0083425,MIDDLE SISTER RED WINE SWEET PIE CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0083425,MIDDLE SISTER RED WINE SWEET PIE CALIFORNIA,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0110037,MIDDLE SISTER SURFER CHICK SAUVIGNON BLANC,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0110037,MIDDLE SISTER SURFER CHICK SAUVIGNON BLANC,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0172785,MIDDLE WEST SPIRITS BOURBON CREAM,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0172785,MIDDLE WEST SPIRITS BOURBON CREAM,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0191024,MIDDLE WEST SPIRITS DARK PUMPERNICKEL RYE WHISKEY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0191024,MIDDLE WEST SPIRITS DARK PUMPERNICKEL RYE WHISKEY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0191023,MIDDLE WEST SPIRITS MICHELONE RESERVE BOURBON,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0191023,MIDDLE WEST SPIRITS MICHELONE RESERVE BOURBON,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0215551,MIDDLE WEST SPIRITS NAPOLEON CALVADOS CASK FINISHED WHISKEY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0215551,MIDDLE WEST SPIRITS NAPOLEON CALVADOS CASK FINISHED WHISKEY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0215552,MIDDLE WEST SPIRITS WHEAT WHISKEY CASK STRENGTH,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0215552,MIDDLE WEST SPIRITS WHEAT WHISKEY CASK STRENGTH,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0191022,MIDDLE WEST SPIRITS WHEAT WHISKEY,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0191022,MIDDLE WEST SPIRITS WHEAT WHISKEY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0215553,MIDDLE WEST SPIRITS WHEATED BOURBON WHISKEY CASK STRENGTH,NORTHEAST BEVERAGE CORP OF CT,LIW.0000518
LBD.0215553,MIDDLE WEST SPIRITS WHEATED BOURBON WHISKEY CASK STRENGTH,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0030791,MIDELTON RARE IRISH WHISKY,BRESCOME BARTON INC,LIW.0000506
LBD.0030791,MIDELTON RARE IRISH WHISKY,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0030791,MIDELTON RARE IRISH WHISKY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0129673,MIDLETON AN DAIR GHAELACH SCOTCH WHISKY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0129673,MIDLETON AN DAIR GHAELACH SCOTCH WHISKY,BRESCOME BARTON INC,LIW.0000506
LBD.0129673,MIDLETON AN DAIR GHAELACH SCOTCH WHISKY,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0210392,MIDLETON VERY RARE 40TH RUBY ANNIVERSARY,BRESCOME BARTON INC,LIW.0000506
LBD.0210392,MIDLETON VERY RARE 40TH RUBY ANNIVERSARY,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0210392,MIDLETON VERY RARE 40TH RUBY ANNIVERSARY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0138857,MIDLETON VERY RARE VINTAGE RELEASE IRISH WHISKEY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0138857,MIDLETON VERY RARE VINTAGE RELEASE IRISH WHISKEY,BRESCOME BARTON INC,LIW.0000506
LBD.0138857,MIDLETON VERY RARE VINTAGE RELEASE IRISH WHISKEY,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0226546,MIDLETON VINTAGE RELEASE 2025 200TH ANNIVERSARY,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0226546,MIDLETON VINTAGE RELEASE 2025 200TH ANNIVERSARY,BRESCOME BARTON INC,LIW.0000506
LBD.0226546,MIDLETON VINTAGE RELEASE 2025 200TH ANNIVERSARY,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0224414,MIDNIGHT BEAN ESPRESSO MARTINI,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0224414,MIDNIGHT BEAN ESPRESSO MARTINI,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0049879,MIDORI MELON,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0049879,MIDORI MELON,BRESCOME BARTON INC,LIW.0000506
LBD.0049879,MIDORI MELON,CONNECTICUT DISTRIBUTORS INC,LIW.0000532
LBD.0049879,MIDORI MELON,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0049879,MIDORI MELON,"HARTLEY & PARKER, LIMITED, LLC",LIW.0000512
LBD.0048404,MILBROOK HUNT COUNTY RED NEW YORK STATE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0048404,MILBROOK HUNT COUNTY RED NEW YORK STATE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0048403,MILLBROOK CABERNET FRANC NEW YORK STATE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0048403,MILLBROOK CABERNET FRANC NEW YORK STATE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0048399,MILLBROOK CHARDONNAY NEW YORK STATE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0048399,MILLBROOK CHARDONNAY NEW YORK STATE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0048400,MILLBROOK CHARDONNAY PROPRIETORS SPECIAL RESERVE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0048400,MILLBROOK CHARDONNAY PROPRIETORS SPECIAL RESERVE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0048402,MILLBROOK PINOT NOIR NEW YORK STATE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0048402,MILLBROOK PINOT NOIR NEW YORK STATE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0048401,MILLBROOK TOCAI FRIULANO HUDSON RIVER REGION,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0048401,MILLBROOK TOCAI FRIULANO HUDSON RIVER REGION,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0083529,MILLBROOK UNOAKED CHARDONNAY NEW YORK STATE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0083529,MILLBROOK UNOAKED CHARDONNAY NEW YORK STATE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0212291,MIMUROSUGI DIO ABITA JUNMAI GINJO,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0211898,MINIMALISTA CABERNET SAUVIGNON,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0211898,MINIMALISTA CABERNET SAUVIGNON,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0211898,MINIMALISTA CABERNET SAUVIGNON,INTERWINE INC,LIW.0000513
LBD.0144402,MOZART CHOCOLATE LIQUEUR,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0144402,MOZART CHOCOLATE LIQUEUR,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0211895,MINIMALISTA MALBEC,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0211895,MINIMALISTA MALBEC,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0211895,MINIMALISTA MALBEC,INTERWINE INC,LIW.0000513
LBD.0211897,MINIMALISTA PINOT GRIGIO,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0211897,MINIMALISTA PINOT GRIGIO,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0211897,MINIMALISTA PINOT GRIGIO,INTERWINE INC,LIW.0000513
LBD.0211896,MINIMALISTA ROSE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0211896,MINIMALISTA ROSE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0211896,MINIMALISTA ROSE,INTERWINE INC,LIW.0000513
LBD.0216309,MINOR CASE 6YR SINGLE BARREL,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0216309,MINOR CASE 6YR SINGLE BARREL,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0131967,MINOR CASE RYE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0131967,MINOR CASE RYE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0225639,MIRAFLORES CHICHA MORADA LIQUEUR,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0231287,MISTRAL MISTRAL ESPECIAL 35.00%,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0231287,MISTRAL MISTRAL ESPECIAL 35.00%,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0231344,MISTRAL MISTRAL NOBEL 40.00%,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0231344,MISTRAL MISTRAL NOBEL 40.00%,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0145148,MOET & CHANDON 2018 EOY LIMITED EDITION ROSE CHAMPAGNE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0145148,MOET & CHANDON 2018 EOY LIMITED EDITION ROSE CHAMPAGNE,BRESCOME BARTON INC,LIW.0000506
LBD.0145148,MOET & CHANDON 2018 EOY LIMITED EDITION ROSE CHAMPAGNE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0223086,MOET & CHANDON COLLECTION IMPERIAL DANIEL ARSHAM LE,BRESCOME BARTON INC,LIW.0000506
LBD.0223086,MOET & CHANDON COLLECTION IMPERIAL DANIEL ARSHAM LE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0223082,MOET & CHANDON COLLECTION IMPERIALE CREATION,BRESCOME BARTON INC,LIW.0000506
LBD.0223082,MOET & CHANDON COLLECTION IMPERIALE CREATION,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0236851,MOET & CHANDON GRAND VINTAGE 2016 CHALK LABEL EDITION,BRESCOME BARTON INC,LIW.0000506
LBD.0236851,MOET & CHANDON GRAND VINTAGE 2016 CHALK LABEL EDITION,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0236855,MOET & CHANDON GRAND VINTAGE 2016 CHALK LABEL EDITION,BRESCOME BARTON INC,LIW.0000506
LBD.0236855,MOET & CHANDON GRAND VINTAGE 2016 CHALK LABEL EDITION,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0058776,MOET & CHANDON GRAND VINTAGE BRUT ROSE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0058776,MOET & CHANDON GRAND VINTAGE BRUT ROSE,BRESCOME BARTON INC,LIW.0000506
LBD.0058775,MOET & CHANDON GRAND VINTAGE BRUT,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0058775,MOET & CHANDON GRAND VINTAGE BRUT,BRESCOME BARTON INC,LIW.0000506
LBD.0236854,MOET & CHANDON ICE IMPERIAL PHW LIMITED EDITION,BRESCOME BARTON INC,LIW.0000506
LBD.0236854,MOET & CHANDON ICE IMPERIAL PHW LIMITED EDITION,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0223087,MOET & CHANDON ICE IMPERIAL ROSE,BRESCOME BARTON INC,LIW.0000506
LBD.0223087,MOET & CHANDON ICE IMPERIAL ROSE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0223085,MOET & CHANDON ICE RESERVE IMPERIAL BTG,BRESCOME BARTON INC,LIW.0000506
LBD.0223085,MOET & CHANDON ICE RESERVE IMPERIAL BTG,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0236853,MOET & CHANDON IMPERIAL BRUT 3L FORMULA 1 EDITION,BRESCOME BARTON INC,LIW.0000506
LBD.0236853,MOET & CHANDON IMPERIAL BRUT 3L FORMULA 1 EDITION,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0223088,MOET & CHANDON IMPERIAL BRUT PHARRELL WILLIAMS LIMITED EDITION,BRESCOME BARTON INC,LIW.0000506
LBD.0223088,MOET & CHANDON IMPERIAL BRUT PHARRELL WILLIAMS LIMITED EDITION,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0194289,MOET & CHANDON IMPERIAL BRUT,BRESCOME BARTON INC,LIW.0000506
LBD.0194289,MOET & CHANDON IMPERIAL BRUT,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0082544,MOET & CHANDON IMPERIAL GOLDEN,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0082544,MOET & CHANDON IMPERIAL GOLDEN,BRESCOME BARTON INC,LIW.0000506
LBD.0145151,MOET & CHANDON LUMINOUS OFF WHITE LIMITED EDITION NECTAR IMPERIAL ROSE CHAMPAGNE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0145151,MOET & CHANDON LUMINOUS OFF WHITE LIMITED EDITION NECTAR IMPERIAL ROSE CHAMPAGNE,BRESCOME BARTON INC,LIW.0000506
LBD.0145151,MOET & CHANDON LUMINOUS OFF WHITE LIMITED EDITION NECTAR IMPERIAL ROSE CHAMPAGNE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0116635,MOET & CHANDON MCIII CHAMPAGNE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0116635,MOET & CHANDON MCIII CHAMPAGNE,BRESCOME BARTON INC,LIW.0000506
LBD.0236852,MOET & CHANDON NECTAR IMPERIAL ROSE GOLD WOW LUMINOUS LABEL EDITION,BRESCOME BARTON INC,LIW.0000506
LBD.0236852,MOET & CHANDON NECTAR IMPERIAL ROSE GOLD WOW LUMINOUS LABEL EDITION,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0041058,MOET & CHANDON NECTAR IMPERIAL,BRESCOME BARTON INC,LIW.0000506
LBD.0041058,MOET & CHANDON NECTAR IMPERIAL,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0145150,MOET & CHANDON OFF WHITE LIMITED EDITION NECTAR IMPERIAL ROSE CHAMPAGNE,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0145150,MOET & CHANDON OFF WHITE LIMITED EDITION NECTAR IMPERIAL ROSE CHAMPAGNE,BRESCOME BARTON INC,LIW.0000506
LBD.0145150,MOET & CHANDON OFF WHITE LIMITED EDITION NECTAR IMPERIAL ROSE CHAMPAGNE,"EDER-GOODMAN, LLC",LIW.0000531
LBD.0223084,MOET & CHANDON RESERVE IMPERIAL,BRESCOME BARTON INC,LIW.0000506
LBD.0223084,MOET & CHANDON RESERVE IMPERIAL,"EDER-GOODMAN, LLC",LIW.0000502
LBD.0223083,MOET & CHANDON RESERVE ROSE IMPERIAL,BRESCOME BARTON INC,LIW.0000506
