BRAND-NAME,CT-REGISTRATION-NUMBER,STATUS,EFFECTIVE,EXPIRATION,OUT-OF-STATE-SHIPPER,SUPERVISOR-CREDENTIAL-,WHOLESALERS
TREDIBERRI NEBBIOLO LANGHE DOCG,LBD.0179562,ACTIVE,06/14/2024 12:00:00 AM,06/12/2027 12:00:00 AM,WORLDWIDE WINES OF NY INC,LSL.0000662,BRESCOME BARTON INC (LIW.0000506)
TREE FORT PINOT NOIR SANTA BARBARA COUNTY,LBD.0169764,ACTIVE,03/04/2024 12:00:00 AM,03/02/2027 12:00:00 AM,AMERICAN B D COMPANY,LSL.0000510,INTERWINE INC (LIW.0000513)
TREE FORT SAUVIGNON BLANC SANTA BARBARA COUNTY,LBD.0169726,ACTIVE,03/04/2024 12:00:00 AM,03/02/2027 12:00:00 AM,AMERICAN B D COMPANY,LSL.0000510,INTERWINE INC (LIW.0000513)
TREEWALKER,LBD.0138812,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,ALVARIUM BEER COMPANY LLC,LMB.0001575,NORTHEAST BEVERAGE CORP OF CT (LIW.0000518)
TREFETHEN CABERNET SAUVIGNON OAK KNOLL DISTRICT OF NAPA VALLEY BLOCK IX 14.20%,LBD.0218389,ACTIVE,07/29/2024 12:00:00 AM,07/28/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN ESCHOL RED BLEND,LBD.0183177,ACTIVE,09/29/2024 12:00:00 AM,09/27/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
TREFETHEN FAMILY VINEYARDS CABERNET FRANC,LBD.0024988,ACTIVE,04/04/2025 12:00:00 AM,04/02/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596), WINEBOW INC (LIW.0000548)"
TREFETHEN FAMILY VINEYARDS CABERNET SAUVIGNON OAK KNOLL DISTRICT OF NAPA VALLEY - 13.80%,LBD.0226403,ACTIVE,05/08/2025 12:00:00 AM,05/07/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CABERNET SAUVIGNON OAK KNOLL DISTRICT OF NAPA VALLEY 13.90%,LBD.0217780,ACTIVE,07/10/2024 12:00:00 AM,07/09/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CABERNET SAUVIGNON OAK KNOLL DISTRICT OF NAPA VALLEY 14.10%,LBD.0218387,ACTIVE,07/29/2024 12:00:00 AM,07/28/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CABERNET SAUVIGNON OAK KNOLL DISTRICT OF NAPA VALLEY BLOCK 296 13.00%,LBD.0223827,ACTIVE,02/21/2025 12:00:00 AM,02/20/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS CABERNET SAUVIGNON OAK KNOLL DISTRICT OF NAPA VALLEY HALO 14.60%,LBD.0217784,ACTIVE,07/10/2024 12:00:00 AM,07/09/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CABERNET SAUVIGNON OAK KNOLL DISTRICT OF NAPA VALLEY HALO 14.80%,LBD.0222710,ACTIVE,01/02/2025 12:00:00 AM,01/01/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CABERNET SAUVIGNON OAK KNOLL DISTRICT OF NAPA VALLEY RESERVE 14.50%,LBD.0217783,ACTIVE,07/10/2024 12:00:00 AM,07/09/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CABERNET SAUVIGNON,LBD.0185796,ACTIVE,12/23/2024 12:00:00 AM,12/21/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,"WINEBOW INC (LIW.0000548), EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CHARDONNAY ESTATE,LBD.0185795,ACTIVE,12/23/2024 12:00:00 AM,12/21/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,"WINEBOW INC (LIW.0000548), EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CHARDONNAY OAK KNOLL DISTRICT OF NAPA VALLEY 12.50%,LBD.0222709,ACTIVE,01/02/2025 12:00:00 AM,01/01/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CHARDONNAY OAK KNOLL DISTRICT OF NAPA VALLEY 13.20%,LBD.0217778,ACTIVE,07/10/2024 12:00:00 AM,07/09/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CHARDONNAY OAK KNOLL DISTRICT OF NAPA VALLEY 13.50%,LBD.0218388,ACTIVE,07/29/2024 12:00:00 AM,07/28/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS CHARDONNAY OAK KNOLL DISTRICT OF NAPA VALLEY KATIE'S ACRE 13.40%,LBD.0218382,ACTIVE,07/29/2024 12:00:00 AM,07/28/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS CHARDONNAY,LBD.0078016,ACTIVE,04/04/2025 12:00:00 AM,04/02/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596), WINEBOW INC (LIW.0000548)"
TREFETHEN FAMILY VINEYARDS DRAGONS TOOTH RED BLEND,LBD.0185799,ACTIVE,12/23/2024 12:00:00 AM,12/21/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,"WINEBOW INC (LIW.0000548), EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS DRY RIESLING,LBD.0185801,ACTIVE,12/23/2024 12:00:00 AM,12/21/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,"WINEBOW INC (LIW.0000548), EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS ESCHOL CHARDONNAY,LBD.0183176,ACTIVE,09/29/2024 12:00:00 AM,09/27/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
TREFETHEN FAMILY VINEYARDS LATE HARVEST RIESLING,LBD.0036106,ACTIVE,04/04/2025 12:00:00 AM,04/02/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596), WINEBOW INC (LIW.0000548)"
TREFETHEN FAMILY VINEYARDS MALBEC OAK KNOLL DISTRICT OF NAPA VALLEY 14.20%,LBD.0218385,ACTIVE,07/29/2024 12:00:00 AM,07/28/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS MALBEC OAK KNOLL DISTRICT OF NAPA VALLEY 14.60%,LBD.0219522,ACTIVE,09/06/2024 12:00:00 AM,09/05/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS MERLOT OAK KNOLL DISTRICT OF NAPA VALLEY 14.10%,LBD.0218332,ACTIVE,07/23/2024 12:00:00 AM,07/22/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS MERLOT OAK KNOLL DISTRICT OF NAPA VALLEY 14.30%,LBD.0222720,ACTIVE,01/02/2025 12:00:00 AM,01/01/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,WILSON DANIELS WHOLESALE LLC (LIW.0000716)
TREFETHEN FAMILY VINEYARDS MERLOT OAK KNOLL DISTRICT OF NAPA VALLEY THE COWGIRL AND THE PILOT 14.10%,LBD.0219883,ACTIVE,09/16/2024 12:00:00 AM,09/15/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS MERLOT OAK KNOLL DISTRICT OF NAPA VALLEY THE COWGIRL AND THE PILOT 14.50%,LBD.0218386,ACTIVE,07/29/2024 12:00:00 AM,07/28/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS MERLOT,LBD.0185797,ACTIVE,12/23/2024 12:00:00 AM,12/21/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,"WINEBOW INC (LIW.0000548), EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS NAPA VALLEY MERLOT,LBD.0017456,ACTIVE,04/04/2025 12:00:00 AM,04/02/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596), WINEBOW INC (LIW.0000548)"
TREFETHEN FAMILY VINEYARDS PETIT VERDOT OAK KNOLL DISTRICT OF NAPA VALLEY 14.90%,LBD.0218411,ACTIVE,07/29/2024 12:00:00 AM,07/28/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS PINOT NOIR OAK KNOLL DISTRICT OF NAPA VALLEY 13.20%,LBD.0218455,ACTIVE,07/30/2024 12:00:00 AM,07/29/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS PINOT NOIR,LBD.0078017,ACTIVE,04/04/2025 12:00:00 AM,04/02/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596), WINEBOW INC (LIW.0000548)"
TREFETHEN FAMILY VINEYARDS RED WINE OAK KNOLL DISTRICT OF NAPA VALLEY DRAGON'S TOOTH 14.20%,LBD.0217781,ACTIVE,07/10/2024 12:00:00 AM,07/09/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS RED WINE OAK KNOLL DISTRICT OF NAPA VALLEY DRAGON'S TOOTH 14.30%,LBD.0218380,ACTIVE,07/29/2024 12:00:00 AM,07/28/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS RED WINE OAK KNOLL DISTRICT OF NAPA VALLEY ESHCOL 13.60%,LBD.0218331,ACTIVE,07/23/2024 12:00:00 AM,07/22/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS RED WINE OAK KNOLL DISTRICT OF NAPA VALLEY O-K-D FIVE 14.00%,LBD.0218383,ACTIVE,07/29/2024 12:00:00 AM,07/28/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS RED WINE OAK KNOLL DISTRICT OF NAPA VALLEY O-K-D TWO 14.40%,LBD.0223826,ACTIVE,02/21/2025 12:00:00 AM,02/20/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS RIESLING OAK KNOLL DISTRICT OF NAPA VALLEY 12.00%,LBD.0217777,ACTIVE,07/10/2024 12:00:00 AM,07/09/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TREFETHEN FAMILY VINEYARDS SAUVIGNON BLANC OAK KNOLL DISTRICT OF NAPA VALLEY 13.40%,LBD.0218384,ACTIVE,07/29/2024 12:00:00 AM,07/28/2027 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN FAMILY VINEYARDS SAUVIGNON BLANC,LBD.0124168,ACTIVE,04/19/2025 12:00:00 AM,04/17/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,WINEBOW INC (LIW.0000548)
TREFETHEN FAMILY VINEYARDS THE COWGIRL AND THE PILOT MERLOT OAK KNOLL DISTRICT OF NAPA VALLEY,LBD.0200586,ACTIVE,02/22/2026 12:00:00 AM,02/20/2029 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,
TREFETHEN HARMONY CHARDONNAY,LBD.0029614,ACTIVE,04/04/2025 12:00:00 AM,04/02/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596), WINEBOW INC (LIW.0000548)"
TREFETHEN RESERVE CABERNET SAUVIGNON,LBD.0024991,ACTIVE,04/04/2025 12:00:00 AM,04/02/2028 12:00:00 AM,TREFETHEN VINEYARDS WINERY LLC,LSW.0000549,"EBER-CONNECTICUT, LLC (LIW.0000596), WINEBOW INC (LIW.0000548)"
TREMONTIS MIRTO LIQUEUR,LBD.0190871,ACTIVE,05/09/2025 12:00:00 AM,05/07/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
TRENEL BLANC WHITE BEAUJOLAIS,LBD.0189507,ACTIVE,04/12/2025 12:00:00 AM,04/10/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL BRUT SPARKLING CREMANT DE BOURGOGNE,LBD.0189508,ACTIVE,04/12/2025 12:00:00 AM,04/10/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL CLIMAT LES CAPITANS RED WINE JULIENAS,LBD.0207385,ACTIVE,08/18/2023 12:00:00 AM,08/17/2026 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL CLIMAT LES QUARTZ WHITE WINE POUILLY-VINZELLES,LBD.0207386,ACTIVE,08/18/2023 12:00:00 AM,08/17/2026 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL COTE DU PY RED WINE MORGON,LBD.0203383,ACTIVE,04/27/2026 12:00:00 AM,04/25/2029 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL CUVEE ROCHEBONNE RED BEAUJOLAIS,LBD.0189509,ACTIVE,04/12/2025 12:00:00 AM,04/10/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL CUVEE ROCHEBONNE RED WINE BEAUJOLAIS 0221,LBD.0230009,ACTIVE,08/19/2025 12:00:00 AM,08/18/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL RED BEAUJOLAIS VILLAGES,LBD.0189510,ACTIVE,04/12/2025 12:00:00 AM,04/10/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL RED FLEURIE,LBD.0195665,ACTIVE,09/20/2025 12:00:00 AM,09/18/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL RED MOULIN-A-VENT,LBD.0195666,ACTIVE,09/20/2025 12:00:00 AM,09/18/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL RED SAINT-AMOUR,LBD.0195667,ACTIVE,12/09/2025 12:00:00 AM,12/07/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL RED WINE BEAUJOLAIS VILLAGES 0541,LBD.0230008,ACTIVE,08/19/2025 12:00:00 AM,08/18/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL WHITE SAINT-VERAN,LBD.0189512,ACTIVE,04/11/2025 12:00:00 AM,04/09/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENEL WHITE VIRE-CLESSE,LBD.0189513,ACTIVE,04/11/2025 12:00:00 AM,04/09/2028 12:00:00 AM,FOLIO WINE COMPANY LLC,LSL.0000946,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
TRENTADUE BRUT ROSE SPARKLING WINE CALIFORNIA,LBD.0168687,ACTIVE,08/05/2023 12:00:00 AM,08/03/2026 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE CARRIAGE HOUSE CARIGNANE ALEXANDER VALLEY,LBD.0161811,ACTIVE,11/21/2025 12:00:00 AM,11/19/2028 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE CHOCOLATE AMORE PORT,LBD.0027538,ACTIVE,05/18/2026 12:00:00 AM,05/16/2029 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,BRESCOME BARTON INC (LIW.0000506)
TRENTADUE CUVEE EVELYNA RED WINE ALEXANDER VALLEY,LBD.0237056,ACTIVE,04/17/2026 12:00:00 AM,04/16/2029 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE ESTATE CARIGNANE ALEXANDER VALLEY,LBD.0123822,ACTIVE,04/05/2025 12:00:00 AM,04/03/2028 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE HEART'S DESIRE PETITE SIRAH ALEXANDER VALLEY,LBD.0161812,ACTIVE,11/21/2025 12:00:00 AM,11/19/2028 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE INDEPENDENCE BLOCK MALBEC ALEXANDER VALLEY,LBD.0174379,ACTIVE,02/08/2024 12:00:00 AM,02/06/2027 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE LA STORIA CABERNET SAUVIGNON ALEXANDER VALLEY,LBD.0076254,ACTIVE,11/21/2024 12:00:00 AM,11/19/2027 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,BRESCOME BARTON INC (LIW.0000506)
TRENTADUE LEO'S PRIDE CABERNET SAUVIGNON ALEXANDER VALLEY,LBD.0208727,ACTIVE,09/27/2023 12:00:00 AM,09/26/2026 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE MARRY ME MERLOT ALEXANDER VALLEY,LBD.0232511,ACTIVE,11/10/2025 12:00:00 AM,11/09/2028 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE OLD ORCHARD MONTEPULCIANO ALEXANDER VALLEY,LBD.0161813,ACTIVE,11/21/2025 12:00:00 AM,11/19/2028 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE OLD PATCH RED WINE CALIFORNIA,LBD.0143297,ACTIVE,03/25/2024 12:00:00 AM,03/23/2027 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE OPR SAUVIGNON BLANC CALIFORNIA,LBD.0143296,ACTIVE,03/25/2024 12:00:00 AM,03/23/2027 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE PETITE SIRAH PORT ALEXANDER VALLEY,LBD.0168697,ACTIVE,08/05/2023 12:00:00 AM,08/03/2026 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE PETITE SIRAH,LBD.0027541,ACTIVE,05/18/2026 12:00:00 AM,05/16/2029 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE SCOTT HENRY MERLOT ALEXANDER VALLEY,LBD.0161814,ACTIVE,11/21/2025 12:00:00 AM,11/19/2028 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE SHOESTRING SANGIOVESE ALEXANDER VALLEY,LBD.0159821,ACTIVE,09/11/2025 12:00:00 AM,09/09/2028 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE SPARKLING WINE CALIFORNIA,LBD.0168700,ACTIVE,08/05/2023 12:00:00 AM,08/03/2026 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE VICTORIAN HOUSE ZINFANDEL ALEXANDER VALLEY,LBD.0161815,ACTIVE,11/21/2025 12:00:00 AM,11/19/2028 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE WINERY FIRST KISS SPRITZ AMERICANO SPARKLING CALIFORNIA,LBD.0229013,ACTIVE,07/31/2025 12:00:00 AM,07/30/2028 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE WINERY ROSATO DI SANGIOVESE ALEXANDER VALLEY,LBD.0115360,ACTIVE,03/28/2024 12:00:00 AM,03/26/2027 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE ZINFANDEL PORT ALEXANDER VALLEY,LBD.0159411,ACTIVE,08/29/2025 12:00:00 AM,08/27/2028 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,
TRENTADUE ZINFANDEL SONOMA COUNTY,LBD.0073635,ACTIVE,06/22/2024 12:00:00 AM,06/20/2027 12:00:00 AM,TRENTADUE WINERY LLC,LSW.0000378,BRESCOME BARTON INC (LIW.0000506)
TRENTON ROADHOUSE CHARDONNAY RUSSIAN RIVER VALLEY,LBD.0229619,ACTIVE,08/08/2025 12:00:00 AM,08/07/2028 12:00:00 AM,KISTLER VINEYARDS LLC,LSW.0000394,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TRES AGAVES ANEJO,LBD.0094478,ACTIVE,11/29/2024 12:00:00 AM,11/27/2027 12:00:00 AM,SUTTER HOME WINERY INC,LSL.0000629,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
TRES AGAVES BLANCO,LBD.0094479,ACTIVE,11/28/2024 12:00:00 AM,11/26/2027 12:00:00 AM,SUTTER HOME WINERY INC,LSL.0000629,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
TRES AGAVES ORGANIC  BLANCO,LBD.0151595,ACTIVE,01/24/2025 12:00:00 AM,01/23/2028 12:00:00 AM,SUTTER HOME WINERY INC,LSL.0000629,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
TRES AGAVES ORGANIC ANEJO SINGLE BARREL,LBD.0154507,ACTIVE,01/24/2025 12:00:00 AM,01/23/2028 12:00:00 AM,SUTTER HOME WINERY INC,LSL.0000629,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
TRES AGAVES ORGANIC ANEJO,LBD.0154517,ACTIVE,01/24/2025 12:00:00 AM,01/23/2028 12:00:00 AM,SUTTER HOME WINERY INC,LSL.0000629,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
TRES AGAVES ORGANIC REPOSADO SINGLE BARREL,LBD.0154506,ACTIVE,01/24/2025 12:00:00 AM,01/23/2028 12:00:00 AM,SUTTER HOME WINERY INC,LSL.0000629,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
TRES AGAVES ORGANIC REPOSADO,LBD.0154516,ACTIVE,01/24/2025 12:00:00 AM,01/23/2028 12:00:00 AM,SUTTER HOME WINERY INC,LSL.0000629,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
TRES AGAVES ORGANIC TEQUILA EXTRA ANEJO SINGLE BARREL,LBD.0214465,ACTIVE,01/24/2025 12:00:00 AM,01/23/2028 12:00:00 AM,SUTTER HOME WINERY INC,LSL.0000629,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
TRES AGAVES REPOSADO ORGANIC TEQUILA,LBD.0173758,ACTIVE,01/19/2024 12:00:00 AM,01/17/2027 12:00:00 AM,SUTTER HOME WINERY INC,LSL.0000629,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
TRES AGAVES REPOSADO,LBD.0094480,ACTIVE,11/28/2024 12:00:00 AM,11/26/2027 12:00:00 AM,SUTTER HOME WINERY INC,LSL.0000629,CONNECTICUT DISTRIBUTORS INC (LIW.0000532)
TRES BARRICAS ANEJO,LBD.0168831,ACTIVE,08/09/2023 12:00:00 AM,08/04/2026 12:00:00 AM,SLOCUM & SONS OF MAINE INC,LSL.0000638,"EBER-CONNECTICUT, LLC (LIW.0000596)"
TRES GENERACIONES ANEJO LEGACY #3 LTO 50TH ANNIVERSARY,LBD.0206498,ACTIVE,07/26/2023 12:00:00 AM,07/25/2026 12:00:00 AM,JIM BEAM BRANDS CO,LSL.0000635,"BRESCOME BARTON INC (LIW.0000506), CONNECTICUT DISTRIBUTORS INC (LIW.0000532)"
TRES GENERACIONES CRISTALINO,LBD.0184402,ACTIVE,11/01/2024 12:00:00 AM,10/31/2027 12:00:00 AM,JIM BEAM BRANDS CO,LSL.0000635,"BRESCOME BARTON INC (LIW.0000506), CONNECTICUT DISTRIBUTORS INC (LIW.0000532)"
TRES GENERACIONES PLATA LEGACY,LBD.0180451,ACTIVE,07/12/2024 12:00:00 AM,07/10/2027 12:00:00 AM,JIM BEAM BRANDS CO,LSL.0000635,"CONNECTICUT DISTRIBUTORS INC (LIW.0000532), BRESCOME BARTON INC (LIW.0000506)"
TRES GENERACIONES REPOSADO LEGACY COLONIAL BATCH #2,LBD.0187968,ACTIVE,03/04/2025 12:00:00 AM,03/02/2028 12:00:00 AM,JIM BEAM BRANDS CO,LSL.0000635,"BRESCOME BARTON INC (LIW.0000506), CONNECTICUT DISTRIBUTORS INC (LIW.0000532)"
TRES LINDAS TRADITIONAL SANGRIA,LBD.0215055,ACTIVE,04/22/2024 12:00:00 AM,04/21/2027 12:00:00 AM,W J DEUTSCH & SONS LTD,LSL.0000741,WINEBOW INC (LIW.0000548)
TRES PALACIOS CABERNET SAUVIGNON FAMILY VINTAGE,LBD.0075568,ACTIVE,10/17/2024 12:00:00 AM,10/15/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
